Sexo,Edad,Estudios,Comunidad,Aportan_vs_Reciben,Quitan_Trabajo,Matrimonio_Hijo,Valoracion_General,Tramo_edad
Mujer,44.0,Bachillerato,País Vasco,Más de lo que aportan,Más bien en desacuerdo,(NO LEER) Depende,Positiva,Adultos
Hombre,45.0,FP de grado superior,País Vasco,Tanto como aportan,Más bien de acuerdo,(NO LEER) Depende,Positiva,Adultos
Hombre,63.0,Estudios de licenciatura,País Vasco,Tanto como aportan,Más bien en desacuerdo,(NO LEER) Depende,Positiva,Adultos Mayores
Hombre,37.0,Estudios de licenciatura,Murcia (Región de),Mucho más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Positiva,Adultos
Mujer,54.0,Educación primaria,Murcia (Región de),Mucho más de lo que aportan,Muy de acuerdo,Trataría de evitarla,N.S.,Adultos Mayores
Mujer,57.0,FP de grado medio,Murcia (Región de),Mucho más de lo que aportan,Muy de acuerdo,Trataría de evitarla,N.S.,Adultos Mayores
Hombre,20.0,Bachillerato,Murcia (Región de),Menos de lo que aportan,N.S.,Trataría de evitarla,Positiva,Jóvenes
Mujer,86.0,,Murcia (Región de),Mucho más de lo que aportan,Muy de acuerdo,Rechazaría,N.S.,Jubilados
Hombre,67.0,Bachillerato,Murcia (Región de),Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,N.S.,Jubilados
Hombre,51.0,Bachillerato,Murcia (Región de),Mucho más de lo que aportan,Muy en desacuerdo,Trataría de evitarla,Positiva,Adultos Mayores
Hombre,68.0,,Murcia (Región de),Mucho más de lo que aportan,Muy de acuerdo,Rechazaría,N.S.,Jubilados
Hombre,20.0,FP de grado superior,País Vasco,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Jóvenes
Mujer,53.0,Educación secundaria,País Vasco,Mucho menos de lo que aportan,Muy de acuerdo,Trataría de evitarla,Negativa,Adultos Mayores
Mujer,56.0,Bachillerato,País Vasco,N.C.,Muy en desacuerdo,Acepta/ría,Muy positiva,Adultos Mayores
Mujer,73.0,Menos de 5 años de escolarización,País Vasco,N.S.,Muy de acuerdo,Trataría de evitarla,Positiva,Jubilados
Hombre,44.0,FP de grado superior,País Vasco,Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,42.0,Estudios de licenciatura,País Vasco,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Adultos
Mujer,48.0,FP de grado superior,País Vasco,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Adultos
Hombre,72.0,Educación secundaria,País Vasco,Mucho más de lo que aportan,Más bien de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Jubilados
Mujer,29.0,Máster oficial universitario,País Vasco,N.S.,N.S.,Acepta/ría,Positiva,Jóvenes
Mujer,81.0,Bachillerato,País Vasco,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jubilados
Mujer,25.0,FP de grado superior,País Vasco,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Jóvenes
Mujer,80.0,Bachillerato,País Vasco,Menos de lo que aportan,Muy en desacuerdo,Acepta/ría,N.S.,Jubilados
Hombre,56.0,Educación secundaria,Galicia,Tanto como aportan,Más bien en desacuerdo,Trataría de evitarla,Negativa,Adultos Mayores
Hombre,31.0,Estudios de licenciatura,Galicia,N.S.,N.S.,Acepta/ría,Muy positiva,Adultos
Hombre,81.0,Menos de 5 años de escolarización,Galicia,N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Jubilados
Mujer,57.0,Bachillerato,Galicia,Más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Negativa,Adultos Mayores
Mujer,22.0,FP de grado superior,Galicia,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,N.S.,Jóvenes
Hombre,53.0,Educación secundaria,Galicia,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Negativa,Adultos Mayores
Hombre,46.0,FP de grado superior,País Vasco,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,48.0,Arquitectura o ingeniería superiores,País Vasco,Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,77.0,Educación primaria,País Vasco,Mucho más de lo que aportan,Más bien en desacuerdo,Trataría de evitarla,Muy negativa,Jubilados
Mujer,60.0,FP de grado superior,País Vasco,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,65.0,Doctorado,País Vasco,Menos de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,38.0,FP de grado superior,País Vasco,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,82.0,Educación primaria,País Vasco,Menos de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Positiva,Jubilados
Mujer,18.0,Bachillerato,País Vasco,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,
Hombre,25.0,FP de grado superior,País Vasco,Más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Negativa,Jóvenes
Hombre,56.0,Bachillerato,Cataluña,N.S.,Más bien de acuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,66.0,Educación secundaria,Cataluña,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Negativa,Jubilados
Hombre,70.0,Bachillerato,Cataluña,N.S.,Más bien en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Jubilados
Hombre,25.0,FP de grado medio,Cataluña,N.S.,Más bien en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Jóvenes
Hombre,37.0,FP de grado superior,Cataluña,N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,78.0,Menos de 5 años de escolarización,Cataluña,Mucho más de lo que aportan,Más bien de acuerdo,(NO LEER) Depende,Muy negativa,Jubilados
Mujer,27.0,Educación primaria,Cataluña,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,45.0,Educación secundaria,Cataluña,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,36.0,FP de grado medio,Cataluña,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Mujer,76.0,,Galicia,Mucho más de lo que aportan,Muy de acuerdo,N.S.,(NO LEER) Ni positiva ni negativa,Jubilados
Hombre,79.0,Diplomatura,Galicia,Tanto como aportan,Muy de acuerdo,Acepta/ría,Negativa,Jubilados
Hombre,50.0,Educación secundaria,Galicia,Más de lo que aportan,Muy de acuerdo,Trataría de evitarla,Negativa,Adultos
Mujer,76.0,Bachillerato,Galicia,Tanto como aportan,N.S.,Acepta/ría,Positiva,Jubilados
Mujer,40.0,Estudios de licenciatura,Galicia,Menos de lo que aportan,Más bien de acuerdo,Acepta/ría,Muy positiva,Adultos
Mujer,25.0,Arquitectura o ingeniería superiores,Galicia,Mucho más de lo que aportan,Muy de acuerdo,N.S.,Negativa,Jóvenes
Hombre,48.0,FP de grado superior,Galicia,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,47.0,Bachillerato,Galicia,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,47.0,Estudios de licenciatura,Castilla y León,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos
Mujer,48.0,Bachillerato,Castilla y León,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,65.0,Diplomatura,Castilla y León,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,39.0,Títulos propios de posgrado,Castilla y León,N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,34.0,Estudios de licenciatura,Castilla y León,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos
Mujer,65.0,FP de grado medio,Castilla y León,N.S.,Más bien en desacuerdo,(NO LEER) Depende,Negativa,Adultos Mayores
Hombre,79.0,Educación primaria,Castilla y León,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Jubilados
Hombre,41.0,FP de grado medio,Castilla y León,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,28.0,Bachillerato,Castilla y León,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jóvenes
Mujer,85.0,Educación primaria,Andalucía,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Positiva,Jubilados
Hombre,72.0,Educación primaria,Andalucía,Menos de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Negativa,Jubilados
Hombre,45.0,Diplomatura,Andalucía,Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,41.0,Diplomatura,Andalucía,Tanto como aportan,Más bien de acuerdo,(NO LEER) Depende,Positiva,Adultos
Hombre,19.0,Bachillerato,Andalucía,Más de lo que aportan,Muy de acuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,62.0,,Andalucía,Más de lo que aportan,Muy de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Mujer,58.0,Diplomatura,Andalucía,N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,53.0,Educación secundaria,Comunitat Valenciana,Mucho más de lo que aportan,Más bien de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Hombre,35.0,Arquitectura o ingeniería técnicas,Comunitat Valenciana,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Mujer,32.0,Máster oficial universitario,Comunitat Valenciana,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Negativa,Adultos
Hombre,35.0,Diplomatura,Comunitat Valenciana,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,42.0,FP de grado superior,Comunitat Valenciana,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Mujer,26.0,Estudios de licenciatura,Canarias,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,62.0,Educación primaria,Canarias,Menos de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,72.0,,Canarias,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Jubilados
Mujer,56.0,Educación primaria,Canarias,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,43.0,Educación secundaria,Canarias,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos
Hombre,48.0,Educación secundaria,Canarias,Mucho más de lo que aportan,Muy en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Hombre,69.0,Menos de 5 años de escolarización,Canarias,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Negativa,Jubilados
Hombre,31.0,FP de grado superior,Canarias,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,53.0,Bachillerato,Andalucía,Más de lo que aportan,Más bien en desacuerdo,Rechazaría,Positiva,Adultos Mayores
Mujer,25.0,Estudios de grado,Andalucía,Mucho más de lo que aportan,Más bien de acuerdo,(NO LEER) Depende,Negativa,Jóvenes
Mujer,85.0,Educación primaria,Andalucía,Más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,N.S.,Jubilados
Mujer,66.0,Bachillerato,Andalucía,Más de lo que aportan,Más bien en desacuerdo,Rechazaría,(NO LEER) Ni positiva ni negativa,Jubilados
Hombre,71.0,Educación secundaria,Andalucía,Más de lo que aportan,Más bien de acuerdo,Rechazaría,Negativa,Jubilados
Hombre,62.0,FP de grado superior,Andalucía,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,44.0,Diplomatura,Andalucía,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,29.0,FP de grado medio,Andalucía,Más de lo que aportan,Muy de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Jóvenes
Hombre,43.0,FP de grado medio,Andalucía,Mucho más de lo que aportan,Más bien de acuerdo,(NO LEER) Depende,Negativa,Adultos
Mujer,40.0,Educación secundaria,Andalucía,Menos de lo que aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Adultos
Mujer,91.0,Educación primaria,Andalucía,Mucho más de lo que aportan,Muy de acuerdo,Rechazaría,Positiva,Jubilados
Hombre,72.0,Educación secundaria,Andalucía,Mucho más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Jubilados
Hombre,26.0,Educación secundaria,Andalucía,Menos de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jóvenes
Mujer,54.0,Educación primaria,Andalucía,Tanto como aportan,Más bien de acuerdo,Acepta/ría,Muy positiva,Adultos Mayores
Mujer,77.0,Educación primaria,Andalucía,Mucho más de lo que aportan,Muy de acuerdo,Trataría de evitarla,Muy negativa,Jubilados
Mujer,37.0,Educación secundaria,Andalucía,Menos de lo que aportan,Más bien de acuerdo,(NO LEER) Depende,(NO LEER) Ni positiva ni negativa,Adultos
Mujer,26.0,Arquitectura o ingeniería superiores,Andalucía,Más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Positiva,Jóvenes
Hombre,48.0,Educación secundaria,Andalucía,Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,Negativa,Adultos
Hombre,51.0,Educación secundaria,Andalucía,N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,44.0,Diplomatura,Andalucía,Tanto como aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos
Mujer,64.0,Educación primaria,Andalucía,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Negativa,Adultos Mayores
Mujer,43.0,Educación secundaria,Andalucía,Más de lo que aportan,Muy de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Mujer,77.0,Educación primaria,Andalucía,Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,Muy negativa,Jubilados
Mujer,47.0,Estudios de licenciatura,Andalucía,Mucho más de lo que aportan,Muy de acuerdo,(NO LEER) Depende,(NO LEER) Ni positiva ni negativa,Adultos
Mujer,21.0,FP de grado superior,Andalucía,Tanto como aportan,Más bien de acuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,32.0,Educación secundaria,Andalucía,Mucho más de lo que aportan,Muy de acuerdo,Rechazaría,Muy negativa,Adultos
Mujer,37.0,Estudios de licenciatura,Andalucía,Más de lo que aportan,Muy de acuerdo,Acepta/ría,Negativa,Adultos
Mujer,26.0,Estudios de grado,Andalucía,Menos de lo que aportan,Más bien en desacuerdo,Acepta/ría,Negativa,Jóvenes
Mujer,69.0,Educación secundaria,Andalucía,Mucho más de lo que aportan,Más bien de acuerdo,Rechazaría,Negativa,Jubilados
Mujer,74.0,Educación secundaria,Andalucía,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Jubilados
Hombre,52.0,Estudios de licenciatura,Andalucía,Tanto como aportan,Más bien de acuerdo,Acepta/ría,Negativa,Adultos Mayores
Hombre,76.0,Estudios de licenciatura,Andalucía,Mucho más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Jubilados
Mujer,53.0,Estudios de licenciatura,Andalucía,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Hombre,46.0,FP de grado medio,Andalucía,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Hombre,29.0,Educación secundaria,Andalucía,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Negativa,Jóvenes
Hombre,40.0,Bachillerato,Andalucía,Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,Positiva,Adultos
Mujer,38.0,Diplomatura,Andalucía,Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,Muy negativa,Adultos
Hombre,45.0,FP de grado medio,Andalucía,Mucho más de lo que aportan,Muy de acuerdo,Rechazaría,Muy negativa,Adultos
Mujer,52.0,Bachillerato,Andalucía,Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Hombre,65.0,Educación secundaria,Andalucía,Mucho más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,38.0,FP de grado medio,Andalucía,Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Mujer,66.0,Educación primaria,Andalucía,Más de lo que aportan,Más bien de acuerdo,Rechazaría,Positiva,Jubilados
Mujer,57.0,Educación secundaria,Andalucía,Más de lo que aportan,Más bien de acuerdo,(NO LEER) Depende,Positiva,Adultos Mayores
Hombre,58.0,FP de grado superior,Andalucía,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Mujer,25.0,Estudios de grado,Andalucía,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Jóvenes
Hombre,32.0,Educación secundaria,Madrid (Comunidad de),Más de lo que aportan,Muy de acuerdo,Acepta/ría,Negativa,Adultos
Mujer,40.0,FP de grado superior,Madrid (Comunidad de),Tanto como aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,51.0,Estudios de licenciatura,Madrid (Comunidad de),Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,62.0,Diplomatura,Madrid (Comunidad de),Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,50.0,Bachillerato,Madrid (Comunidad de),Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,Negativa,Adultos
Hombre,65.0,Educación secundaria,Navarra (Comunidad Foral de),Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,50.0,Estudios de licenciatura,Navarra (Comunidad Foral de),Más de lo que aportan,Más bien en desacuerdo,Trataría de evitarla,Positiva,Adultos
Hombre,31.0,Estudios de licenciatura,Navarra (Comunidad Foral de),Mucho menos de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,22.0,Estudios de grado,Navarra (Comunidad Foral de),N.S.,Más bien en desacuerdo,Acepta/ría,N.S.,Jóvenes
Mujer,59.0,Doctorado,Navarra (Comunidad Foral de),Menos de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,48.0,Estudios de licenciatura,Navarra (Comunidad Foral de),Menos de lo que aportan,N.S.,Acepta/ría,Positiva,Adultos
Hombre,54.0,Estudios de licenciatura,Navarra (Comunidad Foral de),Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,37.0,Estudios de licenciatura,Navarra (Comunidad Foral de),Menos de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,74.0,Educación primaria,Navarra (Comunidad Foral de),Mucho menos de lo que aportan,Más bien de acuerdo,Acepta/ría,Negativa,Jubilados
Mujer,90.0,Educación primaria,Navarra (Comunidad Foral de),N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Jubilados
Hombre,18.0,Bachillerato,Castilla y León,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,
Mujer,41.0,Diplomatura,Castilla y León,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos
Mujer,71.0,Diplomatura,Castilla y León,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Positiva,Jubilados
Mujer,46.0,FP de grado medio,Castilla y León,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Adultos
Mujer,18.0,Bachillerato,Castilla y León,Menos de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,
Mujer,46.0,FP de grado medio,Castilla y León,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Mujer,48.0,Estudios de licenciatura,Murcia (Región de),Más de lo que aportan,Más bien de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Mujer,68.0,Diplomatura,Murcia (Región de),Más de lo que aportan,Más bien de acuerdo,(NO LEER) Depende,Positiva,Jubilados
Mujer,82.0,Educación primaria,Murcia (Región de),Mucho más de lo que aportan,Más bien de acuerdo,N.S.,(NO LEER) Ni positiva ni negativa,Jubilados
Mujer,50.0,Bachillerato,Murcia (Región de),Más de lo que aportan,Más bien en desacuerdo,(NO LEER) Depende,Positiva,Adultos
Mujer,62.0,Educación primaria,Murcia (Región de),Más de lo que aportan,Más bien de acuerdo,(NO LEER) Depende,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Hombre,54.0,Estudios de licenciatura,Murcia (Región de),Mucho más de lo que aportan,Más bien de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Hombre,73.0,Bachillerato,Murcia (Región de),Mucho más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Positiva,Jubilados
